clean_text,sentiment
at first i wanted to return this product i bought it for my yr old i decided to keep it bc my husband liked it and of course my daughter likes it i dnt like the fact you cant use the audible app on the kids version i also bought it so my daughter could be independent as far as the books none of them are read aloud she came maneuver the games and movies tho its an ok product tho i love amazon my daughter still likes my samsung tab better would recommend for older kids,Neutral
looking for a reader with some basic tablet functions this was just that,Positive
my yr old loves his tablet best purchase ever it has great educational videos and is easy for him to work on his kids profile amazon got it right,Positive
small without audio but easy to use able to connect to amazon account goodreads account easily the only thing i hate is that i have to keep restarting it if i want to get out of a ebook that i m currently reading,Positive
my son loves it light weight good price for a great product i would purchase another one,Positive
does everything we wanted great value for the price,Positive
great product highly recommended great value and great price,Positive
very easy to use and has so much to offer for the low price,Positive
the product is very durable and is great for children,Positive
great product as usually better screen and faster than my previous work with my chromecast easy to use,Positive
will work well for the purpose it was purchased my child will love the fun and games that he can play very child appropriate and user friendly i would encourage any parent to buy this product,Positive
excellent product my children love this item thanks,Positive
i already had the st gen echo this one has considerably more options that i can use i highly recommend this item,Positive
bought this for my mom who is in her s it s perfect and easy to use for the older generation,Positive
i purchased this tablet for my grandmother to use she loves it it is easy to navigate for her the only thing that annoys her is when the apps need to be updated she does not have internet at home so she has to wait to update her apps when she visits family who has internet service,Positive
got this to replace my iphone that my daughter constantly has to have to watch her elmo videos this is a durable perfect solution she understands most of the apps and can navigate to watch whatever she wants this comes with a warranty that if she does anything to break it it will be replaced for free that was the final selling point i needed,Positive
i can read just about any book that is published and not leave my house to go to the store and have to buy them,Positive
this is great for kids my yr old uses and it has fallen and the cover really protects it the kids section is filled with lots of apps,Positive
very easy to use i live my fire the best purchase i have made in months,Positive
very good product and service will refer a friend,Positive
i only purchased this because i loved the sound quality alexa is just a added bonus personally as i rarely hit the tap button to ask her anything the few times i asked her questions she hasn t disappointed extra now what would make this device amazing is if alexa was able to connect to my apple music playlist if only,Positive
bought these for family members out of state for christmas finding it is way more than expected can talk face to face with them make shopping lists listen to stories play interactive trivia music games is there no end to possibilities they all loved their gift thank you best buy for great sale to make affordable,Positive
this tablet is designed primarily to sell distribute and store media purchased from the amazon com product line ie kindle e books movies viewed or stored from their online movie streaming service etc and it does that very well reasonably sharp screen good sound good battery life and decent component materials it uses their version of the android os which they call the fire os which is decently responsive and fairly intuitive to use be aware that you cannot install or run most apps purchased from the google play store but must rely on amazon s own app store which is decent but not as extensive as either apple s or google s,Positive
my son loves his tablet or at least that s what he calls it,Positive
is a good price for this alexa with a screen,Positive
i had a very early generation kindle that i loved i was unwilling to update my kindle because it was so great the new one i got from my wife made it look like the old one was standing still it s much faster and i love it,Positive
bought one of these two weeks before on amazon and paid almost double for what best buy had these for so i bought another one the same day as this,Positive
great product and service and the sales man r really nice,Positive
worked right out of the box easy set up and operation,Positive
i bought this for my mom on her birthday she loves it it big enough and easy for her to navigate,Positive
i love this tablet its awesome and way cool i highly recommend this to anyone great price,Positive
great for all your tablet needs email video games and reading all in one,Positive
i couldn t decide on which one to buy they all do the same things but ended up buying the tap which is portable i take it on my deck with a cup of coffee and listen to the music i put in through pandora and iheart radio i absolutely love it and so does my husband,Positive
i seen one that my son in law had and enjoyed using it,Positive
my daughter like the tablet and she use the tabet everday,Positive
i have bought the cheaper tablets for my kids in the past however the sales associate recommend this tablet and it was only dollars more so far i am really impressed by the difference in quality,Positive
great tablet so affordable and an awesome service,Positive
as i made my home a smart home i know i know i made a smart choice with amazon echo and philips light bulbs i m looking forward to adding more smart gadgets to my collection,Positive
the best kindle that i ever had it is great if you love reading and really want to have the feel of handling a book great for indoor and outdoor reading,Positive
love the knowledge it gives and easy for my older brother who does it so technology,Positive
my son loves it easy set up and the best part is the case it really is childproof my son has dropped it and nothing had happened very durable just what my son needed,Positive
love it never had one before easy to set up and use,Positive
super slow not of decent quality i would not buy another memory on it is lacking for gig i will not recommend it to anyone,Negative
this e reader meets all expectations and has a good feel to it,Positive
it ended up being the most popular gift that she got it does a wonderful job for children,Positive
i gave as a gift to a kid who has autism it has been helping on his development a lot,Positive
got this for my grandson yrs old perfect size,Positive
as advertised easy set up and integration haven t tried to use the hub yet but it is limited in the number of products it works with compared to samsung smartthing or wink,Positive
great for reading books but i having to manually update the apps is a pain,Positive
bought for husband and he was surprised it does the work he needs it for,Positive
the connectivity was okay to setup for access the navigation was a little clumsy overall good product for a good price in it s category,Positive
my son uses this tablet for movies and music and to surf the internet for the money it has been fantastic,Positive
first time user of the alexa plus using it more and more every day love it,Positive
this is my third echo and the video screen is a nice addition i d like to give it stars but not an option the only thing that s is not as good as my previous ones is that i feel the microphone does not understand me as well also at this point the screen has a lot of potential but not much is implemented yet e g watch cable tv over internet,Positive
it works great it is handy to use to look stuff up fast and has some great features i added a memory card to add movies and it works great for that at a great price,Positive
i can t update facebook and a few other apps it s not what i expected,Negative
i had the echo previously but having the screen opens up more options for alexa i find it helpful to be able to glance at the screen and see things like time and weather i also have cameras setup and i can use alexa to view these feeds while the unit is kind of large it is stable and supports touch i haven t tried video calling or playing videos but the screen quality seems pretty good,Positive
great product works as advertised and fun to use,Positive
i got this for my sister who is in paris and she doesn t go anywhere without it all the benefits of a real book and none of the cons,Positive
this is a great device that actually has a lot of usefulness to it after about a week you re going to be wondering what else can i do what else can this help you with so my suggestion is to get one of these as a start then prioritize the purchase of an echo not plus and a spot,Positive
great price large selection plenty to choose from,Positive
solid entry level kindle great for kids gifted for a kid of my friend and they love to use it to read more than their ipads battery is good but higher model is a bit better,Positive
love it will recommend it to my friends found it to be as good as having a i pad you can take good photos and face time as well as text a vary llite tablet that comes in a number of colors you can also use it out doors because it has a polarizing filter,Positive
exactly what i expected i own three of these already,Positive
you will not find another tablet like this with the affordable price,Positive
nothing too special or complicated fills the need,Neutral
nice size nice look love the feel of turning the page great reading experience,Positive
bought this as a christmas gift for our son it holds a lot of games and is very easy to use,Positive
got it for my kid after loosing the last one way better and faster,Positive
i think it is worth the sale price of but it has limitations for example it shows my calendar but you can only see the first item then if you ask for more you see the next or so i the screen is updating with trivia some interesting some not so much i bet the next generation is a lot better,Positive
we got this for a young girl who is she loves it and there a lot of apps that she likes there are parental controls which is a plus recommend for almost any age group,Positive
i bought this low priced kindle to test as a travel replacement for my pounds of laptop i wound up taking it on a month long trip out of the country and it was superb for email online transactions like buying theatre tix and finding and making various reservations also outstanding performance for videos and music all this for suggest you buy a usb mini cable if you buy one of these superb devices yokod,Positive
tried different charging blocks nothing worked properly plugged in the amazon block kindle came right up,Positive
got for my aunt for her first tablet it has been user friendly for her she yours it mostly for reading,Positive
this make an excellent ebook reader don t expect much from this device except to read basic ebooks the good thing is it s cheap and good to read in the sun,Positive
we bought two of these for the kids they love them and i now have an echo dot,Positive
i gave as a gift to my kids for christmas they are enjoying alexa,Positive
i love this has great sound i thought i bought in silver the packaging was a little deceptive but i m loving it wanting to get a second one,Positive
my niece loves this tablet she will not put it down,Positive
easy to set up performs well nice product for the money,Positive
we got this for our nephew and he absolutely loves it very easy for him to use too,Positive
love the access to films easy to read and work with a little like an android i am used to iphone apps but this works great once you understand it,Positive
this has the all speed and storage i needed for my preschooler the case is soft and light and i can tell it will protect the tablet really well i really like the ease of getting to the kid friendly apps and videos has easy to set up parental controls,Positive
i love our amazon echo plus my boyfriend says this was the best present for christmas daily,Positive
device must be studied and practiced with to gain max use of its robust capacity,Positive
this tablet is easy to use and great for a new user,Positive
i have an alexa but wanted a speaker for traveling you can use this without a plug in cord,Positive
i love it i m a senior and was able to set it up and get library books without help,Positive
i like that the tablet has child settings and time usage very helpful in setting time limits,Positive
this is a grate product and the price very fare just so happy with my kindle,Positive
we bought it for our granddaughter and she absolutely loved it,Positive
daughter uses it constantly for games texting web surfing and email great alternative to more expensive devices,Positive
my daughter loves her tablet i love free time love the case it came with just right to buy for a kids first tablet,Positive
great device very functional love it will recommend,Positive
i hope that azi will like to have her own entertainment instead of playing games on the cell phone,Positive
i was very pleased with how easy it is for children to maneuver,Positive
i was skeptical about the amazon echo products why would i need this i bought the echo dot first and was hooked bought this echo plus for smart home integration since then i have bought a bunch of smart bulbs and plan on more things i bought an echo spot too you do not need an echo product but they are fun practical and cool can t live without it now,Positive
bought these for my grand children for christmas and they have thoroughly enjoyed using their tablets and the apps that can easily be saved on the tablet,Positive
this product was purchased for my grandson he had a fire he however loves the hd he uses it for music gaming mostly great electronic device,Positive
the amazon fire tablet is awesome my kids love it,Positive
not an ipad but that s not what i wanted high quality does everything i need it to do,Positive
love the sound i have a google home and is not as loud as this echo,Positive
this was bought for a gift but it looks nice just what was expected,Positive
i love my amazon echo plus as bad as it sounds i don t have to get out of bed to turn the lights off my fans on or off and even my tv we love alexa,Positive
i go this tablet after problems with samsung tablets so far like it all apps i use available a little slower than previous tablets that is the only reason for the stars,Positive
kindle products are easy to use and set up it does most everything the expensive tablets do,Positive
the ui experience is great especially for prime members the tablet is quick and responsive with plenty of memory to ha for any task,Positive
i was hoping to find something universal to as a tablet but you get what you pay for,Neutral
gave it to my grandkids ages for christmas and they loved it,Positive
love the bigger screen but do think this fire hd th runs a little slow my last fire hd was not as slow,Positive
this is the best tablet i ve ever purchased the screen is amazing and very functional and the kid mode is easy to get to and my year old loves it makes me jealous and want to get a kindle but that s ok i can use parent most while he s sleeping all over a really good tablet for both parent and child,Positive
only problem is that it is impossible to read or do anything on the kindlefire with any light in the room at all far worse than impossible in sunlight there should be some sort of temporary screen or other add on that can be used with the device when in sunny or bright locations,Positive
the amazon hd is by far the best budget tablet if you just need a tablet to browse the web and watch videos this tablet is the way to go that being said it is fairly slow but who cares if you do not use the tablet for photo video editing gaming picture taking etc,Positive
this is the second one i bought my grandkids love them,Positive
good one and working without any issues slim and portable,Positive
great to talk and see family at anytime easy to use,Positive
very pleased to have this new echo plus and get started on automation of the home in stages knowing that it can continue to improve with new products and apps is a plus for owning this device,Positive
good inexpensive device still in touch with modern technology,Positive
love it it s a lot of fun great speakers too provides a lot of great information and fun too,Positive
this speaker has great sound and is very easy to use,Positive
great price and works great for book reading would recommend,Positive
echo show is a great addition to any home and we were thrilled to buy one for each of our children s families during this holiday season,Positive
i bought this item for my year old son he loves it and it has nice feaures such as parental controls,Positive
if you love amazon you ll love the kindle hd it s a great size for reading all those books streaming movies and tv shows and has great sound for listening to your favorite music for less than you can t beat the versatility of this little device,Positive
i bought this because i recently signed up for amazon prime and wanted to take advantage of the free books nice tablet,Positive
i was looking to upgrade from my old kindle reader and stumbled on the fire hd which is not only a reader but a tablet as well fairly easy to use i really only needed to read books but how have a tablet as well i wish it supported all google play apps and not just amazon apps but i can check email and get to the web so it serves the purpose but when i want to read in the middle of the night getting to the web can be distracting,Positive
a good product that provides the services i desire,Positive
i bought this to replace a damaged much more expensive tablet of my daughters great item and just as nice as the more expensive one she absolutely loves it,Positive
the battery doesn t last as long as was advertised if you have the money i would recommend the backlit model,Positive
bought this for someone as a gift they are big on amazon kindle so this was a huge plus with other features and amazon store improving they love it i know other tablets have kindle apps but this was an awesome price,Positive
this was replacement for my wife s original ipad and broken kindle paperwhite she loves it as it does basically everything both of the previous devices did in one unit that is easy to use has good battery life very nice screen resolution and good size for her great value especially compared to an ipad,Positive
this tablet is great for kids my grandson is sick and he absolutely loves it,Positive
got it as a gift for my grandma and she loves it,Positive
i own a dot and a first gen echo and the sound from the show is way better than both of my other echoes the video functions are nice but it is a pain to get it to play videos from my amazon library my family enjoys the calendar info and the news briefings that rotate on the screen,Positive
perfect for reading but also has many other functions downloaded my favorite games travel apps set up easy so far works great,Positive
got two for my mom s and they love it so many great features,Positive
staff was very helpful and polite went in asked for help and was pointed in the right direction,Positive
i like the tablet however there are occasions when it does not boot up when it is turned on i probably need to take it into the store so that a determination can be made and it can be fixed,Positive
the images are crisp and text very easy to read apps are good and easy to navigate love it,Positive
this is just the perfect item for what we needed it is compact and can go anywhere with you,Positive
the echo show with video screen is a nice upgrade to the other echo s news briefs with videos are nice very good sound quality for playing music,Positive
my kids love this product it keeps them busy anytime of day,Positive
i love this solutions for my kids i gave it a four star rating because in order to install apps you just have to tap the icon well my two year old and five year old went tap crazy like a kangaroo on a pogo stick needless to say the ran out of room quickly i tried to teach them to not launch apps that weren t installed but they still have a problem discerning what is installed and what isn t aside from this it is a fantastic device for kids to play and learn with i especially like the parental control features i just wish they would put in a feature for controlling what gets installed,Positive
i hope to find all my books in the electronic format,Positive
this is my th amazon alexa product i used to have the alexa echo but moved that up to my bedroom now i use the echo show downstairs and has good sound quality i also like that i can add my home security system to operate through it and can see all my cameras great product,Positive
my daughter loves her tablet because she can carry it to all places,Positive
this is my second kindle the first was a gift several years ago the display and speed are much better,Positive
my daughter is totally enjoying her tablet recently though it is not charging correctly i will come to store to have it looked at,Positive
i purchased this tablet for my granddaughter and she just loves it so much i have to take on the week days,Positive
a lazy mans drean when it is combined with alexa if you get the harmony hub you can really impress with home automation,Positive
i was not a fan of the amazon type operating system that is on the tablet ended up taking it back because it was not what i wanted not as easy and supportive of games and apps as an android tablet,Neutral
i bought the fire because i had heard it was a good tablet so when i bought it i was wondering if it lived up to the hype it does its fast and easy to use i put netflix on it and watch series i missed only downside is that i had to register for a trial of prime,Positive
nice tablet at a very affordable price,Positive
very happy with my purchase the tablet works amazingly good for the price,Positive
grandson really enjoyed it christmas very easy to use,Positive
she s becoming part of the family but the echo plus is not much different that i have discovered yet anyway than the echo nd generation i haven t had the echo st generation and so i do not know i have had the echos plus echos nd generation and dot about weeks and the only thing i think makes the difference is that it has a better sound quality but we are talking for those really connoisseur kinds of ears or the ones that like to turn up the volume the hue lightbulbs are great i bought the echo plus on a black friday extended sale and the hue lightbulb was a real bonus further i liked it so much i went back and bought the pack of hue bulbs that were also on sale we are loving the whole system and the lightbulbs,Positive
the echo was so good i ended up getting the echo show as well at first it was a device that i enjoyed using for various reasons one being that i could ask alexa to watch any youtube videos i wanted to watch then one day i asked alexa to play a video and she responded by saying google is not supported on echo show until youtube comes back as a skill the echo show probably isn t worth the extra money i d say stick with the echo if you have amazon music or spotify or the echo dot if you only use the echo as part of your smart home,Neutral
purchased this as a gift for my father and he s loving it,Positive
my son uses his tablet on a daily basis he makes sure he has his case on it and can use all the apps i can also use it and put on parental protections,Positive
i purchased this on black friday because i could pass on the price the tablet works great for basic internet needs and great for shopping on amazon if i were to purchase another android tablet i will look for something with a little more power since this tablet slows when multi tasking,Positive
the echo show is a very awesome product because of alexa itself she will answer questions you ask her play music on your demand and you can even ask her to make calls and video chats for you i also like the fact that it sounds very nice and the video quality is unlike anything i ve ever seen in a hybrid tablet product a must have for your home,Positive
great e reader easy to download books screen is easy to read from,Positive
we bought the echo show to get the hyped benefits of alexa and home automation after using for a week we decided to return the echo show alexa just isn t ready for prime time of the time we got the i can t answer that response to questions it s a waste of money for us say alexa say good bye,Neutral
purchased the echo plus and couldn t be more pleased easy to use,Positive
bought for my mom as a gift she s not tech savvy but it s easy for her to get used to definitely a good tablet for beginners,Positive
works great for my year old i don t like that it requires a pin to use it but goodidn t and strong tablet,Positive
decent camera clarity on the screen fast downloads,Positive
the kindle has come in very handy lately i always have a book to read and this is great to just grab on the go battery life is great only drawback is no backlight,Positive
easy to play and very helpful to learning for children s,Positive
i love the touch screen aspect still love the original,Positive
in my opinion it s very slow for internet use good for our yr old to use but we purchased this for her to do online curriculums which is almost impossible to do with this tablet because of the speed our internet connection is great with every other laptop and computer in the house,Neutral
i bought this as a gift as far as know it works fine,Positive
decided to go for the model just below this one i didn t need the integrated hub features phillips hue does require this but i decided to stick with my current insteon hub,Positive
i had originally bought my son the kindle fire hdx and it worked great for him the only downfall to it was he wanted both the rear and front facing cameras but it only came with the front facing camera as children do they break things and he broke the screen on this one after having it for a year i did not want to spend that much money on the second kindle so that s why i chose this amazon fire inch tablet and it has the front and rear facing cameras and that my son wanted all the features are the same it is a great buy i would highly recommend it,Positive
i reviewed a lot of tablets before i bought this one it is the first one i have ever purchased i am no tech geek and it was pretty easy to figure out how to use it i mostly bought it for and use it for reading e mail facebook and browsing the internet i really like it and use it more than my laptop but if i need to do anything detailed i use my laptop overall it s a great tablet for a beginner and you can t beat the price,Positive
the tablet is excellent very fast and well worth the money the display is great,Positive
i love alexa and my echo device and smart bulb so much i bought more echos and more bulbs with more to come soon,Positive
i love being able to turn my lights on or off by voice it makes life a lot easier i am looking forward to finish making my home a smart home by buying other products,Positive
really enjoy the echo plus this is a must have for all homes,Positive
when i first read about amazon echo show i thought the sound quality would be inferior to echo because of the small size which to me would be a deal breaker i read that the sound is actually superior to echo it is compatible with most existing security cameras so i decided to buy one then best buy ran a strong promotion if you buy so i caved and bought i have a number of echo s and echo dots in the house i am completely blown away by echo show here is a brief summary of thoughts likes substantially the best sound quality of any echo to date with stronger bass directional stereo dolby audio focused sound field to the front you can rock out louder with less sound to the sides back so you do not share your music to all as does the echo the far field microphones are more effective than echo high resolution screen is perfect for a desk or kitchen song lyrics are great free optional setting to turn on lyrics photos of the album cover the band on all music are awesome buttons on top mute camera defeat with red on screen indicator volume up volume down excellent resolution with built in camera auto presence detector turns show screen on when you are detected speak to alexa just as with echo or dot show mutes the volume shows what you asked on the screen with the music volume lowered in the background ask the forecast you get written verbal forecast you also get a second screen showing the next days including real feel a picture of the anticipated weather chance of rain etc say alexa show me the front porch or any of the numerous security cameras within seconds there is a highly detailed live video with sound video conference i do not know anyone else with show yet so i cannot try this but call yourself you can see the picture they will see to adjust your surroundings uses the same power supply as amazon echo sleek shape fits right in with contemporary surroundings see photo of show in the center of the desk with k monitors ipad pro the touch screen sensitivity is perfect build quality is first rate rubber feet protect any surface are anti slip addictive more than any other device this is one you will want in the center of your desk as shown in my photo because once you add the video component you will wonder how you enjoyed music sports just about everything without it see your shopping list see visual confirmation that the lights you ask alexa to turn on actually turned on dislikes none i would only offer one design option i would offer an optional amazon echo show wireless subwoofer for this beast that you could buy later it would work like the many soundbars that include a wireless sub that would allow show to not only rock out but to shake the walls at the same time i am seriously planning to sell some echos dots to pick up a couple more shows they are great,Positive
it works fast and very clear speakers sound amazing looks great in bedroom,Positive
enjoying using alexa and love the smart home features,Positive
we loved the echo dot but the show is exponentially better especially love to see the words of the songs being played and views of places all over the world we want to see big difference in cost between dot and show but worth it,Positive
great generic tablet for looking to keep kids occupied mine enjoy the freetime unlimited and the child restrictions are great for my needs my only concern has been for the space available i was amazed at how quickly they ate up gb of space on apps,Positive
what a treat what s the weather forecast what s the news this morning just about all you need to know plus smart home control,Positive
my dil loves it does everything she had read about my grandson is a bit disappointed that alexa can t carry on a conversation lol however he is only,Positive
excellent product for what it does spouse loves it nough said,Positive
i love this tablet kindle i can access email facebook play simple games shop online and read my books,Positive
love playing music and talking to alexa and looking at my camera three the screen,Positive
my daughter just loved this kindle fire she said it was the perfect gift that she could receive,Positive
this was a replacement for another kindle they are very durable and do everything i need them to do,Positive
this tablet is a nice budget friendly device that is also rugged it has survived countless falls from my yr old he loves it and it keeps him learning for hours,Positive
the video screen really adds wonderfully to the functionality of the echo devices,Positive
thoughts of being able to have the echo grow as i added to the list of tasks excited me including the latest app having it to recognize my smartphone s contact list to place and to receive calls however the echo i purchased does not link up to my samsung smartphone disappointed is a understatement,Positive
i bought it for my niece who is seven years old she loves it and she learns from the applications included,Positive
great for kids simple and inexpensive g must better than g,Positive
bought this fire for my wife to replace one which got accidently broken great,Positive
my grandson really enjoyed this product good deal,Positive
the table is great just to experience what is available on a tablet without a hugh expense i would recommend to others,Positive
works great used to put the lights on when i was in texas during the holidays,Positive
bought this for a christmas gift so haven t actually seen this in action yet checked other reviews and they were good and best buy had an awesome black friday price,Positive
i purchased the kindle light because i love to read and needed something that would not die quickly i also needed something smaller and lighter that could go anywhere with me i love my purchase and a must have for all book worms,Positive
it works well for me however my wife seems to have cold fingers and the touch screen does not always respond one other odd quirk if the tablet is turned off and you plug it in to charge it it automatically turns on you then have to wait until it boots and then turn it off again this is very annoying before recommending to someone i would tell them about this annoying quirk,Positive
i am really enjoying this device i wanted something to use for entertainment purposes when camping something small yet powerful and this works perfect stars if your a prime member like me that way you can take advantage of the many thing prime has to offer yet still have available almost every other digital services out there would and have recommended this product,Positive
we got this for our three year old daughter at first she was not interested it it at all she just wanted my tablet but once she got use to it she now prefers it to my ipad,Positive
we bought this for our toddlers and so far seems to hold up well with them some quirky rules with amazon and accounts with product but overall good for what we need,Positive
was a great purchase loved the color and the camera feature,Positive
my whole family loves alexa we have the dots in all the bedrooms i love the smart home features you can add i love the music offered as a prime member and when you re bored at home she will play games with you or even read you a book,Positive
finally decided to try alexa lights heating doors etc everything is homekit compatible in my house but this one was too tempting what a great device alexa is years ahead of siri great system to have by your bed and it also controls most of my devices,Positive
less than useless does not work with amazon cloudcam i purchased this from best buy to allow me to monitor my two cloud cams from my kitchen i am very tech savvy and have numerous alexa devices but have been unable to get it to work i tried installing and enabling the amazon cloudcam skill made sure there were no new updates for the show the show automatically updated when i first plugged it in the final straw was when the tech support rep told me you can t use the show with the cloudcam and then was unable to connect me with someone who could actually solve the problem useless is no help less than useless actually makes more work the echo show is less than useless,Negative
the echo show screen is great it is helpful with recipes music etc i use it to listen to music all the time i am hoping someone in my family gets one soon so we can face time each other,Positive
my wore out my is much better allthough the covers are expensive and screen protectors are hard to find the battery life is exceptional,Positive
i have had this for several weeks it works great i am very satisfied with it so far,Positive
good for alittle ones for games and movies picture not so clear but not expensive,Neutral
my daughter like her tablet it s so simple to use,Positive
this echo show comes in handy i use it almost as much as i thought i would i am still learning all that it can do but my favorite part is the screen it s not a huge deal but if i could change one thing it would be a detachable power cable instead of hardwired,Positive
easy hook up great for lights and my sony tv i use all the time,Positive
just lock the card out and let the kids go crazy,Positive
alexa in itself needs lots of improvement but with philips hue and smart plugs you can have a lot of fun settings,Positive
i replaced an older tablet with this new version all of my e books transferred to the new one and i love it,Positive
my grandchildren are home schooled and utilize the tables for many learning apps they love using them as it makes them feel so grown up the tablets are a great leaning tool and they are receiving many benefits from them,Positive
video calls work great and the screen is super informative,Positive
mom loves the tablet easy for her to use she uses it for facebook reading and some of her games,Positive
this tablet was a gift for my mother in law she is technologically challenged and was able to set it up and use it with ease great multiuse tablet the size is ok get the if you are like me and like a little more screamreal estate,Positive
i bought two of these as a birthday gift for my niece and nephew they absolutely love them they use it all the time to play games and music great deal great price love itl,Positive
worst product ever constantly screwing up and filled with ads you have to pay to remove best buy refused to help when i wanted to return it,Negative
this has been awesome for my year old nephew keeps him entertained and it works great,Positive
i upgraded my kindle to the kindle voyage because i read in bed and the lamp kept my husband awake i thought i would be able to use this kindle without the lamp but for me it is hard to read with the room completely dark even though the back lighting is adjustable i still use the kindle with the lamp on but tilted to the floor so that there is just a little light in the room i bought the magnetic case so when i open the lid the kindle wakes up it is a little smaller than my old kindle and fits in my purse perfectly all in all i love it and would highly recommend it,Positive
it was a bit more involved getting set up but thereafter the function is simply talking to alexia the plug adapter to turn on and off lights tv is useful and certainly worth having,Negative
works great just the beginning of my plans for a smart house,Positive
i bought this because i have ebooks in college not only could i not get my ebook i called the school it department they could not either my semester was already started the sales representative at the store told me this is what i needed i ended up buying a tablet from my phone carrier and my ebooks were right there in less than minutes with the schools it department help,Negative
it s an ok tablet because you need to have an amazon account in order to download free apps,Neutral
upgraded from my old kindle keyboard i love the ability to adjust brightness and font i have small hands and this is not too big to hold in one hand i was able to change the page turning buttons for left handed use the charging cover last a long time i wish there were more colors to choose from,Positive
bought this for my year old totally no tech mom her first e book is gone with the wind she likes the size and ease of use,Positive
good picture works well great variety of apps keep in mind that you get apps from amazon not google play so they aren t always the same or same price,Positive
i love the amazon fire kids edition it has lots of fun apps for kids,Positive
we got this for my son for xmas he loves it he uses it daily,Positive
great little tablet to take with you great for kids,Positive
this echo show lets you see so much great item for your home,Positive
easy to use tablet price is pretty good my mom loves it,Positive
we bought this for our yr old granddaughter and she loves it it has so many apps and videos for her to watch i would definitely recommend this to anyone who is looking for a tablet for a child,Positive
easy to set up and pair other compatible items by enabling skills through the amazon app i ve been to best buy twice for information and how to questions and all seems to be going well it s only been a week and still have a lot to learn about elexa s capabilities,Positive
this alex s device is fantastic and would recommend it for anyone especially for people with physical disabilities we are enjoying all of its features,Positive
got an unbelievable deal the best part is having a library of books at my fingertips easy and simple to set up and great when i m traveling,Positive
the kindle is an inexpensive ereader that does what i need in the smallest thinnest lightest package i want it for travel and portable convenience when a full size tablet is too big and heavy it s perfect,Positive
i had been reading books on my ipad for years and finally broke down to get a kindle it s exactly what i hoped the screen is easy to read in any light it s a light weight and size and easy to stow away in a small bag,Positive
good products and service and happy with amazon fire tablet,Positive
i absolutely love my kindle great picture storage sound can t live without my kindle,Positive
very rugged design my nieces absolutely love this,Positive
i love it it can do it all beautiful color graphics and in no time at all i can watch a movie or play games or read my favorite novel i love it,Positive
we finally decided to try the echo system after months and months of debate we purchased the echo plus an echo dot the plus easily handles our main two floors and the dot handles our upstairs the plus s speakers are incredible for its size we both agree we made the right choice to get the plus,Positive
love the apps his old fire stood up to significant wear tear and drops so i m expecting the same with this one year warranty gives piece of mind,Positive
works fine on wifi otherwise a little slow my kid enjoys it though for the price it s good,Neutral
this was a purchase made for a cruise i could not see my fire in the sun,Positive
great electronic very easy to install me and my family enjoy the things that alexa do very satisfied with my service that i received from best buy when i purchase it looking forward to shopping there more often and i m a new customer there,Positive
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
great tablet for reading and game play color is great,Positive
very easy to set up adding other accessories that it operates is easy as well great product,Positive
smartphone works on the job for me but with the fire i can read instructions and worksheets it is a useful tool for connecting with both friends and colleagues inches is the right size for holding in hand and carrying with you gives me the information beats printing everything out or carrying around a large laptop,Positive
great tablet my son really likes it to read and also to play games,Positive
love this tablet for streaming facebook games and general web surfing the apps are available on the amazon underground not google playstore so some apps that you may be used to using may not be available on amazon underground overall great tablet for the price would recommend,Positive
i love it a lot and use it daily bought books,Positive
my year old grandson loves his kindle he had to have one after his sister got one,Positive
i have only been using my amazon echo show for a couple days now but it works great the microphone picks up my voice very easily the sound quality is great and it looks nice sitting on my coffee table,Positive
my nephew always uses my sister s iphone when watching videos he loves his youtube videos lol so i went out and bought him this the kid loves it there s value in the cartoon membership also,Positive
we bought this and it s a cool tool toy to play with we have it hook up to the lights and our appliances,Positive
we got these as an upgrade for the kids kindle fires work great and have had no issues,Positive
this was a gift had no plan to purchase one but very pleased with the portability and the sound quality,Positive
i didn t think i needed alexa to have a screen but now i m so glad we got this when i ask to see my grocery list it pops up on the screen also can do video calls from it really like our alexa and the dots we have them in almost every room of the house now,Positive
